0,0.0104395
6,6.58332
0,0.109567
1,1.50673
1,2.13758
0,0.681009
0,0.457523
11,11.4888
0,0.0114501
6,6.29681
0,0.120831
1,1.51345
2,2.46002
0,0.641069
0,0.444968
11,11.4895
0,0.0106114
6,6.30344
0,0.117192
1,1.4633
2,2.51019
0,0.696814
0,0.387
11,11.4895
0,0.0111507
6,6.3042
0,0.10285
1,1.29081
2,2.67249
0,0.602178
0,0.504011
11,11.4889
0,0.00711921
6,6.30813
0,0.106682
1,1.44621
2,2.52114
0,0.648742
0,0.450536
11,11.4894
0,0.0628907
6,6.24699
0,0.142882
1,1.43786
2,2.52358
0,0.736215
0,0.333851
11,11.4853
0,0.0125844
6,6.30432
0,0.159286
1,1.41373
2,2.51796
0,0.76886
0,0.311013
11,11.4895
0,0.0226409
6,6.29444
0,0.112615
1,1.29251
2,2.66356
0,0.719137
0,0.383426
11,11.4895
0,0.0126039
6,6.30404
0,0.144722
1,1.40322
2,2.52708
0,0.687028
0,0.410071
11,11.4895
0,0.00685198
6,6.31277
0,0.247395
1,1.41146
2,2.38015
0,0.703037
0,0.426922
11,11.4895
0,0.0227587
6,6.29246
0,0.103129
1,1.33417
2,2.62172
0,0.750193
0,0.362857
11,11.4884
0,0.014126
6,6.30272
0,0.0988961
1,1.22931
2,2.75855
0,0.735599
0,0.347795
11,11.4884
0,0.0227513
6,6.2956
0,0.105292
1,1.36698
2,2.57032
0,0.64502
0,0.48198
11,11.4889
0,0.019358
6,6.29635
0,0.174389
1,1.35837
2,2.54446
0,0.716439
0,0.379067
11,11.4891
0,0.00721286
6,6.31159
0,0.102314
1,1.34659
2,2.62503
0,0.681008
0,0.414659
11,11.4893
0,0.0220926
6,6.29583
0,0.106713
1,1.26301
2,2.69332
0,0.617881
0,0.485955
11,11.4889
0,0.00931141
6,6.30793
0,0.169599
1,1.37106
2,2.4964
0,0.647259
0,0.487101
11,11.4895
0,0.0285718
6,6.28769
0,0.129165
1,1.38433
2,2.568
0,0.656653
0,0.433578
11,11.4892
0,0.0130123
6,6.30381
0,0.108859
1,1.41788
2,2.5154
0,0.657041
0,0.472398
11,11.4893
0,0.00967797
6,6.30946
0,0.200125
1,1.35146
2,2.48419
0,0.692366
0,0.441597
11,11.4895
0,0.012394
6,6.30422
0,0.109763
1,1.41673
2,2.53907
0,0.680005
0,0.426408
11,11.4891
0,0.00987491
6,6.30655
0,0.114288
1,1.5189
2,2.40982
0,0.749826
0,0.378974
11,11.4893
0,0.0128474
6,6.30599
0,0.119366
1,1.47765
2,2.44996
0,0.667712
0,0.455014
11,11.4893
0,0.0203707
6,6.29763
0,0.121735
1,1.36633
2,2.55666
0,0.689771
0,0.43569
11,11.4894
0,0.0234502
6,6.27837
0,0.13002
1,1.52808
2,2.40687
0,0.682654
0,0.438987
11,11.4894
0,0.0152012
6,6.33629
0,0.164729
1,1.51272
2,2.37186
0,0.720678
0,0.365556
11,11.4889
0,0.00744176
6,6.34486
0,0.170124
1,1.52501
2,2.31647
0,0.609163
0,0.515117
11,11.4895
0,0.0201697
6,6.32982
0,0.132707
1,1.44906
2,2.43702
0,0.684277
0,0.434977
11,11.4894
0,0.00774407
6,6.34265
0,0.125108
1,1.58126
2,2.31519
0,0.700143
0,0.417469
11,11.4907
0,0.0124315
6,6.33819
0,0.172361
1,1.62981
2,2.31015
0,0.683166
0,0.341561
11,11.4895
0,0.0122723
6,6.33641
0,0.130362
1,1.59351
2,2.29917
0,0.727632
0,0.388536
11,11.4892
0,0.012662
6,6.3378
0,0.119081
1,1.46055
2,2.44465
0,0.709067
0,0.404324
11,11.4895
0,0.0119981
6,6.34017
0,0.15196
1,1.63678
2,2.22519
0,0.604567
0,0.516913
11,11.4893
0,0.00764262
6,6.34426
0,0.129985
1,1.66099
2,2.21911
0,0.659544
0,0.466061
11,11.4895
0,0.0110148
6,6.34088
0,0.133085
1,1.65797
2,2.25996
0,0.740738
0,0.344365
11,11.4893
0,0.0165387
6,6.33016
0,0.128637
1,1.51365
2,2.41756
0,0.658768
0,0.421645
11,11.4895
0,0.00811334
6,6.34507
0,0.130455
1,1.63856
2,2.25852
0,0.623431
0,0.483842
11,11.4894
0,0.0074456
6,6.34603
0,0.174556
1,1.63523
2,2.20016
0,0.68601
0,0.438507
11,11.4894
0,0.0192563
6,6.33039
0,0.141026
1,1.63916
2,2.23426
0,0.783713
0,0.340258
11,11.4893
0,0.0078383
6,6.34387
0,0.125942
1,1.50182
2,2.38047
0,0.689
0,0.438864
11,11.4895
0,0.011843
6,6.33826
0,0.129489
1,1.63974
2,2.28731
0,0.58697
0,0.494654
11,11.4894
0,0.00726372
6,6.34561
0,0.126905
1,1.6397
2,2.24721
0,0.673712
0,0.448049
11,11.4895
0,0.00692969
6,6.34623
0,0.127931
1,1.592
2,2.30311
0,0.709129
0,0.40308
11,11.4893
0,0.00804034
6,6.34371
0,0.118242
1,1.43604
2,2.47403
0,0.618432
0,0.49007
11,11.4893
0,0.010103
6,6.34146
0,0.163693
1,1.57161
2,2.31365
0,0.603482
0,0.484054
11,11.4895
0,0.00923306
6,6.34342
0,0.15153
1,1.47369
2,2.40563
0,0.644845
0,0.458502
11,11.4886
0,0.00960293
6,6.343
0,0.112874
1,1.44753
2,2.45015
0,0.723489
0,0.401126
11,11.4888
0,0.00599961
6,6.34709
0,0.0968761
1,1.29308
2,2.61464
0,0.695961
0,0.434423
11,11.489
0,0.0135512
6,6.339
0,0.173712
1,1.40002
2,2.42178
0,0.590167
0,0.549721
11,11.4893
0,0.0332744
6,6.3158
0,0.116633
1,1.40759
2,2.51837
0,0.597334
0,0.498733
11,11.4887
0,0.00987855
6,6.32932
0,0.104944
1,1.36387
2,2.58464
0,0.665006
0,0.430302
11,11.4894
0,0.013023
6,6.36444
0,0.138622
1,1.28248
2,2.58948
0,0.669707
0,0.430901
11,11.4894
0,0.00849994
6,6.34187
0,0.12113
1,1.5813
2,2.31535
0,0.778369
0,0.341291
11,11.4894
0,0.00939236
6,6.34337
0,0.172762
1,1.35951
2,2.50575
0,0.693436
0,0.403867
11,11.4894
0,0.00703841
6,6.34489
0,0.109122
1,1.32512
2,2.61374
0,0.718118
0,0.370517
11,11.4894
0,0.014692
6,6.33763
0,0.0947807
1,1.251
2,2.67942
0,0.668999
0,0.441743
11,11.4893
0,0.0111986
6,6.33834
0,0.102348
1,1.33661
2,2.61469
0,0.751078
0,0.334337
11,11.4894
0,0.0104551
6,6.34024
0,0.104297
1,1.3539
2,2.54104
0,0.691694
0,0.446779
11,11.4894
0,0.0227483
6,6.32873
0,0.113428
1,1.45286
2,2.56399
0,0.735067
0,0.270829
11,11.4893
0,0.0152874
6,6.33537
0,0.0936981
1,1.2658
2,2.6711
0,0.573407
0,0.532981
11,11.4885
0,0.0122416
6,6.34043
0,0.117683
